EXCLUDE,Line Number,Location path code,Date/Video Link,Time of Day/ Timestamp,Context,Caregiver Question,Learning Practice (Exclude),Menu,Word/Phrase,Caregiver Response,Comments
,5141,KEE,8/21/22,11:41 AM,,,,,Summer,You want summer cartoons? Sounds good. I'll turn on summer cartoons.,
TRUE,5142,,,,,,,,,,
,5143,C,8/22/22,11:54 AM,,,,Experience,,Yeah?,Session location: Ellie is on a chair.
,5144,CB,8/22/22,11:54 AM,,,,,Touch,Yeah?,
,5145,CB,8/22/22,11:54 AM,,,,,Mom,,
,5146,CB,8/22/22,11:54 AM,,,,,Mom,,
,5147,CB,8/22/22,11:54 AM,,,,,Mom,,
,5148,CB,8/22/22,11:54 AM,,,,,Mom,,
,5149,CB,8/22/22,11:54 AM,,,,,Mom,,
TRUE,5150,,8/22/22,11:54 AM,,,,,,Yeah.,
,5151,C,8/22/22,11:54 AM,,,,Experience,,,
,5152,CD,8/22/22,11:54 AM,,,,,Touch,,
,5153,CF,8/22/22,11:54 AM,,,,,Hear,,
,5154,CK,8/22/22,11:54 AM,,,,,Taste,Uh-huh.,
,5155,CE,8/22/22,11:54 AM,,,,,See,,
,5156,CD,8/22/22,11:54 AM,,,,,Touch,,
,5157,CD,8/22/22,11:54 AM,,,,,Touch,,
,5158,CI,8/22/22,11:54 AM,,,,,Isabelle,,
,5159,CI,8/22/22,11:54 AM,,,,,Isabelle,,
,5160,CB,8/22/22,11:54 AM,,,,,Mom,,
,5161,CI,8/22/22,11:54 AM,,,,,Isabelle,You want to all sit together? You want me to bring her over? Tillie's right here too.,"Jen goes to the ""To play"" menu."
,5162,DB,8/22/22,11:54 AM,,,,,Snuggle,I'm gonna go get Izzy.,
TRUE,5163,,,,,,,,,,
,5164,D,8/22/22,7:45 PM,,,,To play,,,
,5165,DE,8/22/22,7:45 PM,,,,,Writing,,
,5166,DC,8/22/22,7:45 PM,,,,Book,,,
,5167,DE,8/22/22,7:45 PM,,,,,Writing,,
,5168,DE,8/22/22,7:45 PM,,,,,Writing,"Yay, I love writing. Let's do it.",Jen moves Ellie to a basket with the tablet hanging from Tillie's cage.
TRUE,5169,,,,,,,,,,
TRUE,5170,,8/22/22,7:49 PM,,,,,,,**ACTUAL DURATION: 17:03     Ellie works on tracing on the writing app.
TRUE,5171,,,,,,,,,,
,5172,C,8/27/22,7:12 PM,,,,Experience,,Yeah?,**ACTUAL DURATION: 10:38
,5173,CD,8/27/22,7:12 PM,,,,,Touch,"I know, I think you want to hang out.",
,5174,CD,8/27/22,7:12 PM,,,,,Touch,Thank you for sharing.,Jen talks to the other person in the room for 1 min 28 sec.
,5175,B,8/27/22,7:12 PM,,,,Say hello to,,Her name isn't on the menu. But you can say something.,
TRUE,5176,,8/27/22,7:12 PM,,,,,,,
,5177,A,8/27/22,7:12 PM,,,,Talk about,,Yeah?,
,5178,AB,8/27/22,7:12 PM,,,,Temp and weather,,Yeah?,
,5179,ABC,8/27/22,7:12 PM,,,,Hot,,,
,5180,ABCB,8/27/22,7:12 PM,,,,,I feel hot,Thank you for sharing.,"Jen goes back to the ""Temp and weather"" menu."
,5181,ABC,8/27/22,7:12 PM,,,,Hot,,Uh-huh.,
,5182,ABCB,8/27/22,7:12 PM,,,,,I feel hot,,
,5183,ABCB,8/27/22,7:12 PM,,,,,I feel hot,,
,5184,ABCB,8/27/22,7:12 PM,,,,,I feel hot,"I know. It's warm in here. I turned the air off, I forgot to turn it back on.","Jen goes back to the ""Temp and weather"" menu."
,5185,ABC,8/27/22,7:12 PM,,,,Hot,,,
,5186,ABCB,8/27/22,7:12 PM,,,,,I feel hot,,
,5187,ABCB,8/27/22,7:12 PM,,,,,I feel hot,,
,5188,ABCB,8/27/22,7:12 PM,,,,,I feel hot,,
,5189,ABCB,8/27/22,7:12 PM,,,,,I feel hot,,
,5190,ABCB,8/27/22,7:12 PM,,,,,I feel hot,,
,5191,ABCB,8/27/22,7:12 PM,,,,,I feel hot,I know. Do you want to stand closer to the air conditioner?,
,5192,ABCB,8/27/22,7:12 PM,,,,,I feel hot,,
,5193,ABCB,8/27/22,7:12 PM,,,,,I feel hot,,
,5194,ABCB,8/27/22,7:12 PM,,,,,I feel hot,,
,5195,ABCB,8/27/22,7:12 PM,,,,,I feel hot,,
,5196,ABCB,8/27/22,7:12 PM,,,,,I feel hot,,
,5197,ABCB,8/27/22,7:12 PM,,,,,I feel hot,,
,5198,ABCB,8/27/22,7:12 PM,,,,,I feel hot,,
,5199,ABCB,8/27/22,7:12 PM,,,,,I feel hot,We can relocate. Thank you for sharing.,"Jen goes back to the ""Temp and weather"" menu."
,5200,ABC,8/27/22,7:12 PM,,,,Hot,,,
,5201,ABCD,8/27/22,7:12 PM,,,,,I want to feel hot,,
,5202,ABCD,8/27/22,7:12 PM,,,,,I want to feel hot,You feel good? I'm glad to hear you feel good.,
,5203,ABCB,8/27/22,7:12 PM,,,,,I feel hot,Uh-huh.,
,5204,ABCD,8/27/22,7:12 PM,,,,,I want to feel hot,,
,5205,ABCD,8/27/22,7:12 PM,,,,,I want to feel hot,"Ok, thank you.",
,5206,C,8/27/22,7:12 PM,,,,Experience,,,
,5207,CB,8/27/22,7:12 PM,,,,,Mom,Yeah?,
,5208,CD,8/27/22,7:12 PM,,,,,Touch,"I know. Yeah, you want to touch me?",
,5209,C,8/27/22,7:12 PM,,,,Experience,,"Yeah? I know that you want to touch our friend, but we can't. We can do something else.",
,5210,C,8/27/22,7:12 PM,,,,Experience,,,
,5211,D,8/27/22,7:12 PM,,,,To play,,,
,5212,DC,8/27/22,7:12 PM,,,,Book,,You want to do a book?,
,5213,DCB,8/27/22,7:12 PM,,,,,Touch and feel,Yeah?,
,5214,DCB,8/27/22,7:12 PM,,,,,Touch and feel,,
,5215,DCB,8/27/22,7:12 PM,,,,,Touch and feel,Ok cool. Thank you for sharing.,
TRUE,5216,,8/27/22,7:12 PM,,,,,,Touch and feel? Thank you.,
TRUE,5217,,8/27/22,7:12 PM,,,,,,That one? Good pick.,"Jen goes to the ""Theme"" menu on the commboard."
,5218,DCGC,8/27/22,7:12 PM,,,,Animals,,Animals. That's right. Good job.,"They read the touch and feel book. After, Jen goes to the ""To play"" menu."
,5219,DE,8/27/22,7:12 PM,,,,,Writing,,
,5220,DE,8/27/22,7:12 PM,,,,,Writing,Do you want to do some writing?,Ellie draws one line on the writing app then loses interest and goes on Jen's hand.
TRUE,5221,,8/27/22,7:12 PM,,,,,,Do you want to go sit next to our friend?,Jen and Ellie leave to visit their friend.
TRUE,5222,,,,,,,,,,
,5223,G,8/28/22,10:18 AM,,,,To eat,,,**ACTUAL DURATION: 7:56
,5224,GC,8/28/22,10:18 AM,,,,,Eggs,"Sounds good, I'll make some eggs.",
,5225,GG,8/28/22,10:18 AM,,,,,Cook breakfast,I'll make some eggs.,
,5226,GB,8/28/22,10:18 AM,,,,,A toast,,
,5227,GG,8/28/22,10:18 AM,,,,,Cook breakfast,,
,5228,GI,8/28/22,10:18 AM,,,,,A pancake,,
TRUE,5229,,8/28/22,10:18 AM,,,,,,,
,5230,A,8/28/22,10:18 AM,,,,Talk about,,,
TRUE,5231,,8/28/22,10:18 AM,,,,,,,
,5232,A,8/28/22,10:18 AM,,,,Talk about,,,
TRUE,5233,,8/28/22,10:18 AM,,,,,,Yeah? I'm gonna go cook some breakfast.,Ellie steps away from the commboard for a couple minutes until Jen encourages her back.
,5234,H,8/28/22,10:18 AM,,,,To drink,,,
,5235,HB,8/28/22,10:18 AM,,,,,Water,,
,5236,HB,8/28/22,10:18 AM,,,,,Water,You want some warm water?,
,5237,HD,8/28/22,10:18 AM,,,,,Juice,,
TRUE,5238,,8/28/22,10:18 AM,,,,,,I'll get some water.,"Jen leaves the room for 1 minute, during which Ellie says nothing and leaves the tablet. Ellie goes to the window."
TRUE,5239,,8/28/22,10:18 AM,,,,,,Here El.,Jen gives Ellie some warm water by the window.
TRUE,5240,,,,,,,,,,
,5241,GG,8/28/22,10:42 AM,,,,,Cook breakfast,,
,5242,GI,8/28/22,10:42 AM,,,,,A pancake,"Ok, I'm working on it. Thanks Ellie.",
,5243,GI,8/28/22,10:42 AM,,,,,A pancake,,
,5244,GI,8/28/22,10:42 AM,,,,,A pancake,"Ok, hold on.",
,5245,GI,8/28/22,10:42 AM,,,,,A pancake,,"Ellie exits the commboard and opens the writing/drawing app. Ellie doesn't do much drawing, as Jen is busy somewhere else in the room, so Ellie leaves the tablet."
TRUE,5246,,,,,,,,,,
TRUE,5247,,8/28/22,11:02 AM,,,,,,,Ellie eats the pancake that she requested in the previous video.
TRUE,5248,,,,,,,,,,
,5249,C,8/28/22,6:56 PM,,,,Experience,,Yeah?,
,5250,CD,8/28/22,6:56 PM,,,,,Touch,Mhm.,
,5251,CI,8/28/22,6:56 PM,,,,,Isabelle,Mhm.,
TRUE,5252,,8/28/22,6:56 PM,,,,,,"You know what, let's do this.",Ellie doesn't interact with the commboard so Jen gets out word cards.
TRUE,5253,,8/28/22,6:56 PM,,,,,,Good.,
TRUE,5254,,8/28/22,6:56 PM,,,,,,Good.,
TRUE,5255,,8/28/22,6:56 PM,,,,,,Good.,
TRUE,5256,,8/28/22,6:56 PM,,,,,,"Mhm, good.",
TRUE,5257,,8/28/22,6:56 PM,,,,,,Good.,
TRUE,5258,,8/28/22,6:56 PM,,,,,,Good.,
TRUE,5259,,8/28/22,6:56 PM,,,,,,Uh-huh.,
TRUE,5260,,8/28/22,6:56 PM,,,,,,Good. This is called a mask. (Jen holds up the Mask word card and a physical face mask) (Jen puts the mask on her face) No mask. (Jen removes the mask from her face),
TRUE,5261,,8/28/22,6:56 PM,,,,,,"So, here's the deal, ready?",
TRUE,5262,,8/28/22,6:56 PM,,,,,,Uh-huh. Good.,
TRUE,5263,,8/28/22,6:56 PM,,,,,,"Yeah. For example, this is the outside of a banana. (Jen shows Ellie a banana, then shows Ellie the outside of a potato)",
TRUE,5264,,8/28/22,6:56 PM,,,,,,Good job. Inside of a banana. (Jen shows Ellie the inside of the banana),
TRUE,5265,,8/28/22,6:56 PM,,,,,,It's inside. Good. Are you all done? Do you want to go outside?,Ellie goes on Jen's shoulder indicating she's done.
TRUE,5266,,,,,,,,,,
,5267,J,8/30/22,1:30 PM,,,,Music,,,
,5268,JG,8/30/22,1:30 PM,,,,,Beethoven and Dvorak,,
,5269,JG,8/30/22,1:30 PM,,,,,Beethoven and Dvorak,,
,5270,JG,8/30/22,1:30 PM,,,,,Beethoven and Dvorak,,
,5271,JG,8/30/22,1:30 PM,,,,,Beethoven and Dvorak,"Yeah, something else instead? Ok, we'll listen to Beethoven.",
TRUE,5272,,,,,,,,,,
,5273,K,8/30/22,9:29 PM,,,,Cartoons,,,
,5274,KI,8/30/22,9:29 PM,,,,,Little Kingdom,You want to watch little kingdom?,
,5275,KE,8/30/22,9:29 PM,,,,Seasonal,,,
,5276,KEC,8/30/22,9:29 PM,,,,,Fall,You're ready for some fall cartoons? Let's go watch fall cartoons. Good pick.,
TRUE,5277,,,,,,,,,,
,5278,KEC,8/30/22,9:31 PM,,,,,Fall,,
,5279,KEC,8/30/22,9:31 PM,,,,,Fall,,
,5280,KEC,8/30/22,9:31 PM,,,,,Fall,You want fall cartoons?,
TRUE,5281,,,,,,,,,,
,5282,E,8/30/22,10:01 PM,,,,Feeling,,Yeah?,
,5283,EK,8/30/22,10:01 PM,,,,,Afraid,,
,5284,EK,8/30/22,10:01 PM,,,,,Afraid,Yeah?,"Jen turned on halloween cartoons since Ellie asked for fall cartoons and it might be too scary. So, Jen turns off the cartoon."
,5285,EB,8/30/22,10:01 PM,,,,,Happy,Ok. I'll try to find less scary fall cartoons.,
,5286,D,8/30/22,10:01 PM,,,,To play,,Yeah?,
,5287,DC,8/30/22,10:01 PM,,,,Book,,,
,5288,DCD,8/30/22,10:01 PM,,,,,Pop Up,,
,5289,DCE,8/30/22,10:01 PM,,,,Reading book,,,
,5290,DCEC,8/30/22,10:01 PM,,,,,Sentence book,,
,5291,DCEC,8/30/22,10:01 PM,,,,,Sentence book,,
,5292,DCEC,8/30/22,10:01 PM,,,,,Sentence book,Do you want to do the dot ones again?,
TRUE,5293,,8/30/22,10:01 PM,,,,,,,
TRUE,5294,,8/30/22,10:01 PM,,,,,,You want to keep going on your new one? Ok.,They read the book.
TRUE,5295,,8/30/22,10:01 PM,,,Learning practice,,,"Yeah, Dot, good job!",They continue reading.
TRUE,5296,,8/30/22,10:01 PM,,,Learning practice,,,"Cat, good job!",They continue reading.
TRUE,5297,,8/30/22,10:01 PM,,,Learning practice,,,"Not quite, look. (Jen shows Ellie the book again)",
TRUE,5298,,8/30/22,10:01 PM,,,Learning practice,,,"Yay, good job! Mit. The cat's name is Mit.",They continue reading.
TRUE,5299,,8/30/22,10:01 PM,,,Learning practice,,,Nope.,
TRUE,5300,,8/30/22,10:01 PM,,,Learning practice,,,Mat. Yeah this is called a mat. (Jen shows Ellie the mat in the book),They continue reading.
TRUE,5301,,8/30/22,10:01 PM,,,Learning practice,,,Nope. (Jen shows Ellie the book again),
TRUE,5302,,8/30/22,10:01 PM,,,Learning practice,,,"They feel hot, that's right.","Jen goes to the ""Temp and weather"" menu on the commboard."
TRUE,5303,,8/30/22,10:01 PM,,,Learning practice,Hot,,,
TRUE,5304,,8/30/22,10:01 PM,,,Learning practice,,I feel hot,That's right. Dot is hot. Mit is hot.,They continue readiing.
TRUE,5305,,8/30/22,10:01 PM,,,Learning practice,,,"Nap, good job.",They continue readiing.
TRUE,5306,,8/30/22,10:01 PM,,,Learning practice,,,Nope. (Jen shows Ellie the book again),
TRUE,5307,,8/30/22,10:01 PM,,,Learning practice,,,"Dot took a nap, that's right.",
TRUE,5308,,8/30/22,10:01 PM,,,Learning practice,,,"Mit did not take a nap, good job.",They continue reading.
TRUE,5309,,8/30/22,10:01 PM,,,Learning practice,,,(Jen shows Ellie the book again),
TRUE,5310,,8/30/22,10:01 PM,,,Learning practice,,,Dot. Good. (Jen shows Ellie Mit in the book),
TRUE,5311,,8/30/22,10:01 PM,,,Learning practice,,,Good. High five. Very good.,
TRUE,5312,,,,,,,,,,
,5313,E,8/30/22,10:16 PM,,,,Feeling,,,
,5314,EB,8/30/22,10:16 PM,,,,,Happy,,
,5315,EB,8/30/22,10:16 PM,,,,,Happy,,
,5316,EB,8/30/22,10:16 PM,,,,,Happy,,
,5317,EC,8/30/22,10:16 PM,,,,,Excited,,
,5318,EB,8/30/22,10:16 PM,,,,,Happy,"Hi. I'm so glad, let me get you a treat.",
,5319,E,8/30/22,10:16 PM,,,,Feeling,,Uh-huh.,
,5320,EB,8/30/22,10:16 PM,,,,,Happy,,
,5321,EC,8/30/22,10:16 PM,,,,,Excited,,
,5322,EC,8/30/22,10:16 PM,,,,,Excited,"Aw, I'm glad. High five.",
TRUE,5323,,,,,,,,,,
,5324,E,8/31/22,8:39 AM,,,,Feeling,,Yeah?,
,5325,EB,8/31/22,8:39 AM,,,,,Happy,,
,5326,EB,8/31/22,8:39 AM,,,,,Happy,,
,5327,EB,8/31/22,8:39 AM,,,,,Happy,"Aww, I'm so glad.",
,5328,C,8/31/22,8:39 AM,,,,Experience,,Yup.,
,5329,CD,8/31/22,8:39 AM,,,,,Touch,Uh-huh.,
TRUE,5330,,8/31/22,8:39 AM,,,,,,,
TRUE,5331,,8/31/22,8:39 AM,,,,,,"Yeah, that. So that's called touch read. (Jen has Ellie tap ""Touch"" and ""Read"" on the commboard)",
,5332,CD,8/31/22,8:39 AM,,,,,Touch,,
,5333,CD,8/31/22,8:39 AM,,,,,Touch,Uh-huh.,
,5334,CD,8/31/22,8:39 AM,,,,,Touch,,
,5335,CD,8/31/22,8:39 AM,,,,,Touch,,
,5336,CD,8/31/22,8:39 AM,,,,,Touch,,
,5337,CD,8/31/22,8:39 AM,,,,,Touch,,
,5338,CD,8/31/22,8:39 AM,,,,,Touch,,
,5339,CD,8/31/22,8:39 AM,,,,,Touch,,
,5340,CD,8/31/22,8:39 AM,,,,,Touch,"And.. (Jen has Ellie touch ""Read"") (Jen has Ellie tap ""Touch"" then ""Read"" 2 times)",
,5341,CD,8/31/22,8:39 AM,,,,,Touch,,
,5342,CD,8/31/22,8:39 AM,,,,,Touch,,
,5343,CD,8/31/22,8:39 AM,,,,,Touch,,
,5344,CD,8/31/22,8:39 AM,,,,,Touch,,
,5345,CD,8/31/22,8:39 AM,,,,,Touch,"Uh-huh, keep going keep going.",
,5346,CJ,8/31/22,8:39 AM,,,,,Read,"Good, there you go.",They read the unicorn touch and feel book.
TRUE,5347,,,,,,,,,,
,5348,C,8/31/22,8:48 AM,,,,Experience,,Yeah?,
,5349,CD,8/31/22,8:48 AM,,,,,Touch,,
,5350,CD,8/31/22,8:48 AM,,,,,Touch,,
,5351,CJ,8/31/22,8:48 AM,,,,,Read,You want another book? Ok. Good job.,
TRUE,5352,,8/31/22,8:48 AM,,,,,,The jungle one?,
TRUE,5353,,8/31/22,8:48 AM,,,,,,Fish book? Ok.,They read the book until Ellie indicates she's done by biting the edge of the book.
TRUE,5354,,,,,,,,,,
,5355,C,9/1/22,8:00 PM,,,,Experience,,Yeah?,
,5356,CD,9/1/22,8:00 PM,,,,,Touch,,
,5357,CD,9/1/22,8:00 PM,,,,,Touch,Uh-huh.,
,5358,CB,9/1/22,8:00 PM,,,,,Mom,Uh-huh.,
,5359,CD,9/1/22,8:00 PM,,,,,Touch,,
,5360,CD,9/1/22,8:00 PM,,,,,Touch,"Yeah, Mom is home. Yeah, mom's here. I can touch you. (Jen boops Ellie)",
,5361,CD,9/1/22,8:00 PM,,,,,Touch,Uh-huh.,
,5362,CL,9/1/22,8:00 PM,,,,,Smell,I can give you a kiss. You did good. (Jen gives Ellie a kiss),
,5363,CD,9/1/22,8:00 PM,,,,,Touch,Uh-huh.,
,5364,CD,9/1/22,8:00 PM,,,,,Touch,,
,5365,CD,9/1/22,8:00 PM,,,,,Touch,,
,5366,CJ,9/1/22,8:00 PM,,,,,Read,,
,5367,CJ,9/1/22,8:00 PM,,,,,Read,Touch and feel book? Ok. What theme do you want?,
TRUE,5368,,9/1/22,8:00 PM,,,Learning practice,Experience,,"Uh-huh you can find them there, but where else?",
TRUE,5369,,9/1/22,8:00 PM,,,Learning practice,Feeling,,"Where would you find books? (Jen presses back and guides Ellie to tap the ""To play"" menu) Yeah that's where you can find books.",
,5370,DC,9/1/22,8:00 PM,,,,Book,,"Book, good!",
,5371,DCB,9/1/22,8:00 PM,,,,,Touch and feel,,
,5372,DCB,9/1/22,8:00 PM,,,,,Touch and feel,,
,5373,DCB,9/1/22,8:00 PM,,,,,Touch and feel,,
,5374,DCB,9/1/22,8:00 PM,,,,,Touch and feel,,
,5375,DCB,9/1/22,8:00 PM,,,,,Touch and feel,,
,5376,DCB,9/1/22,8:00 PM,,,,,Touch and feel,"(Jen tries to guide Ellie to touch the ""Theme"" menu, but Ellie misses and Jen taps it herself)","Jen goes to the ""Theme"" menu."
,5377,DCGC,9/1/22,8:00 PM,,,,Animals,,,
TRUE,5378,,9/1/22,8:00 PM,,,,,Jungle animal,You want jungle animal?,
TRUE,5379,,9/1/22,8:00 PM,,,,,Jungle animal,,
TRUE,5380,,9/1/22,8:00 PM,,,,,Jungle animal,,
TRUE,5381,,9/1/22,8:00 PM,,,,,Jungle animal,Sounds good!,Jen leaves to get some books.
TRUE,5382,,9/1/22,8:00 PM,,,,,,That one?,They read the book.
TRUE,5383,,9/1/22,8:00 PM,,,,,,,"Jen guides Ellie to the ""Jungle Animal"" menu."
TRUE,5384,,9/1/22,8:00 PM,,,,,Giraffe,,
TRUE,5385,,9/1/22,8:00 PM,,,,,Giraffe,"They both have spots, don't they? But this is a cat, and this is a cat, lions are cats. (Jen guides Ellie to tap ""Lion"")",They continue reading the book.
TRUE,5386,,9/1/22,8:00 PM,,,,,,,"Jen goes to the ""Type"" menu and they work on typing."
TRUE,5387,,9/1/22,8:00 PM,,,,,,,Jen hangs the tablet on Isabelle's house and opens the writing app. Ellie works on writing/tracing. Jen steps away at first and Ellie doesn't write much. She starts writing when Jen comes back. Ellie goes on Jen's hand indicating she's done.
TRUE,5388,,,,,,,,,,
,5389,EB,9/1/22,8:50 PM,,,,,Happy,,
,5390,EB,9/1/22,8:50 PM,,,,,Happy,You're feeling happy? Thank you.,
,5391,E ,9/1/22,8:50 PM,,,,Feeling,,Uh-huh.,
,5392,EB,9/1/22,8:50 PM,,,,,Happy,,
,5393,EB,9/1/22,8:50 PM,,,,,Happy,,
,5394,EB,9/1/22,8:50 PM,,,,,Happy,"Awesome, I'm so happy to hear that.",
,5395,EB,9/1/22,8:50 PM,,,,,Happy,,
,5396,EB,9/1/22,8:50 PM,,,,,Happy,High five.,
,5397,E ,9/1/22,8:50 PM,,,,Feeling,,,
,5398,EK,9/1/22,8:50 PM,,,,,Afraid,Uh-huh. Thank you for sharing.,"Isabelle is climbing over, then climbs to the top of her cage."
,5399,EF,9/1/22,8:50 PM,,,,,Mad,,
,5400,EF,9/1/22,8:50 PM,,,,,Mad,,
,5401,EF,9/1/22,8:50 PM,,,,,Mad,Yeah? Did you want her [Isabelle's] cage?,
,5402,EB,9/1/22,8:50 PM,,,,,Happy,,
,5403,EB,9/1/22,8:50 PM,,,,,Happy,"Yeah? Good job, thank you for sharing.",
,5404,EB,9/1/22,8:50 PM,,,,,Happy,,
,5405,C,9/1/22,8:50 PM,,,,Experience,,Yup.,"Isabelle is still climbing around her cage, potentially distracting Ellie."
,5406,CD,9/1/22,8:50 PM,,,,,Touch,,
,5407,CD,9/1/22,8:50 PM,,,,,Touch,,
,5408,CD,9/1/22,8:50 PM,,,,,Touch,Uh-huh.,Isabelle starts climbing back over toward Jen and Ellie.
,5409,CB,9/1/22,8:50 PM,,,,,Mom,Uh-huh.,
,5410,CD,9/1/22,8:50 PM,,,,,Touch,,
,5411,CD,9/1/22,8:50 PM,,,,,Touch,"Ok, yeah. Let's move over.",Jen moves Ellie farther away from Isabelle and her cage.
,5412,CB,9/1/22,8:50 PM,,,,,Mom,,
,5413,CB,9/1/22,8:50 PM,,,,,Mom,,
,5414,CB,9/1/22,8:50 PM,,,,,Mom,,
,5415,CB,9/1/22,8:50 PM,,,,,Mom,,
,5416,CJ,9/1/22,8:50 PM,,,,,Read,,
,5417,CD,9/1/22,8:50 PM,,,,,Touch,You're doing great. Do you want to read another book? ,
TRUE,5418,,9/1/22,8:50 PM,,,Learning practice,Experience,,,
TRUE,5419,,9/1/22,8:50 PM,,,Learning practice,Say hello to,,"Talk about. (Jen guides Ellie to go to the ""Talk about,"" ""Animal,"" then ""Jungle Animals"" menu) Good.","Jen has Ellie touch the front of a giraffe book, which has a giraffe on it."
TRUE,5420,,9/1/22,8:50 PM,,,Learning practice,,Monkey,,
TRUE,5421,,9/1/22,8:50 PM,,,Learning practice,,Monkey,,
TRUE,5422,,9/1/22,8:50 PM,,,Learning practice,,Monkey,"Giraffe. (Jen guides Ellie to tap ""Giraffe"") Good job!",Ellie goes on Jen's hand indicating she's done. They do not read the book.
TRUE,5423,,,,,,,,,,
TRUE,5424,,9/2/22,9:06 AM,,,,,,,"Ellie goes on Jen's hand and doesn't interact with the commboard. Ellie goes back on the tree stand but still doesn't interact with the tablet. Jen guides Ellie to press ""Play outside"" in the ""To play"" menu. Ellie goes back on Jen's shoulder."
TRUE,5425,,,,,,,,,,
TRUE,5426,,9/2/22,9:07 PM,,,,,,,Ellie works on writing and tracing.
,5427,E,9/2/22,9:07 PM,,,,Feeling,,,
,5428,EB,9/2/22,9:07 PM,,,,,Happy,,
,5429,EB,9/2/22,9:07 PM,,,,,Happy,,
,5430,EB,9/2/22,9:07 PM,,,,,Happy,Thank you for sharing.,"Ellie presses ""Happy"" multiple times, but the commboard is not making any sound. Jen turns the volume on."
,5431,C,9/2/22,9:07 PM,,,,Experience,,,
,5432,CB,9/2/22,9:07 PM,,,,,Mom,,
,5433,CB,9/2/22,9:07 PM,,,,,Mom,Uh-huh.,
,5434,CB,9/2/22,9:07 PM,,,,,Mom,Uh-huh.,
,5435,CD,9/2/22,9:07 PM,,,,,Touch,,
,5436,CD,9/2/22,9:07 PM,,,,,Touch,Uh-huh. Mom touch. (Jen pets Ellie),Ellie goes on Jen's hand and leaves indicating she's done.
TRUE,5437,,,,,,,,,,
,5438,E,9/4/22,11:49 AM,,,,Feeling,,,
,5439,EB,9/4/22,11:49 AM,,,,,Happy,"Aww, I'm glad to hear it.",
,5440,EB,9/4/22,11:49 AM,,,,,Happy,,
,5441,EB,9/4/22,11:49 AM,,,,,Happy,,
,5442,C,9/4/22,11:49 AM,,,,Experience,,,
,5443,CD,9/4/22,11:49 AM,,,,,Touch,,
,5444,CD,9/4/22,11:49 AM,,,,,Touch,,
,5445,CD,9/4/22,11:49 AM,,,,,Touch,,
,5446,CD,9/4/22,11:49 AM,,,,,Touch,,
,5447,CD,9/4/22,11:49 AM,,,,,Touch,,
,5448,CB,9/4/22,11:49 AM,,,,,Mom,"Yeah, mom's here. High five. Yay, good job.",
,5449,CD,9/4/22,11:49 AM,,,,,Touch,Uh-huh.,
,5450,CJ,9/4/22,11:49 AM,,,,,Read,You want to read a book? Ok.,Jen leaves to get a book.
TRUE,5451,,9/4/22,11:49 AM,,,,,,,
TRUE,5452,,9/4/22,11:49 AM,,,,,,That one? Ok.,"They read the sentence reading book. Jen switches between showing the book to Ellie, Isabelle, and Tillie. Jen leaves because she has to go to the grocery store."
TRUE,5453,,,,,,,,,,
TRUE,5454,,9/4/22,7:20 PM,,,,,,Do you want to come here? (Jen holds out her hand and Ellie goes on it) Ok.,Ellie does not use the commboard.
TRUE,5455,,,,,,,,,,
,5456,D,9/5/22,7:42 PM,,,,To play,,,
,5457,DB,9/5/22,7:42 PM,,,,,Snuggle,,
,5458,DB,9/5/22,7:42 PM,,,,,Snuggle,,
,5459,DB,9/5/22,7:42 PM,,,,,Snuggle,"Oh, did you want to snuggle together? Do you want to do anything else? I know we were just snuggling a minute ago with the other two and not you.",
,5460,DC,9/5/22,7:42 PM,,,,Book,,,
,5461,DCB,9/5/22,7:42 PM,,,,,Touch and feel,You want a book? Good pick.,
,5462,DCB,9/5/22,7:42 PM,,,,,Touch and feel,,
,5463,DCB,9/5/22,7:42 PM,,,,,Touch and feel,"One second, let me get it.",Jen leaves to get a book.
TRUE,5464,,9/5/22,7:42 PM,,,,,,,
TRUE,5465,,9/5/22,7:42 PM,,,,,,Good. Great pick.,"They read part of the Dr. Seuss reading book, but Jen ends their reading early so they don't finish it."
,5466,E,9/5/22,7:42 PM,,,,Feeling,,Yeah?,
,5467,EB,9/5/22,7:42 PM,,,,,Happy,,
,5468,EB,9/5/22,7:42 PM,,,,,Happy,Do you want to type anything for me?,"Jen goes to the ""Type"" menu and they work on typing."
TRUE,5469,,,,,,,,,,
,5470,C,9/6/22,8:07 PM,,,,Experience,,Uh-huh.,
,5471,CB,9/6/22,8:07 PM,,,,,Mom,,
,5472,CB,9/6/22,8:07 PM,,,,,Mom,,
,5473,CB,9/6/22,8:07 PM,,,,,Mom,Uh-huh.,
,5474,CB,9/6/22,8:07 PM,,,,,Mom,,
,5475,CB,9/6/22,8:07 PM,,,,,Mom,,
,5476,CE,9/6/22,8:07 PM,,,,,See,,
,5477,CE,9/6/22,8:07 PM,,,,,See,Yeah?,
,5478,CJ,9/6/22,8:07 PM,,,,,Read,,
,5479,CJ,9/6/22,8:07 PM,,,,,Read,You want to read? Do you want to see and read instead of touching?,
,5480,CJ,9/6/22,8:07 PM,,,,,Read,Uh-huh.,
,5481,CD,9/6/22,8:07 PM,,,,,Touch,,
,5482,CB,9/6/22,8:07 PM,,,,,Mom,,
,5483,CK,9/6/22,8:07 PM,,,,,Taste,"Um, what do you want to taste?",
