EXCLUDE,Line Number,Location path code,Date/Video Link,Time of Day/ Timestamp,Context,Caregiver Question,Menu,Destination Word,,,Caregiver Response,Comments,
,2966,ICK,,,,,,Like,,,,she vocalizes,
,2967,ICK,,,,,,Like,,,,,
,2968,ICK,,,Jen returned,,,Like,,,,,
,2969,ICJ,,,,,,Slow,,,,,
,2970,ICP,,,,,,Isabelle,,,,,
,2971,ICO,,,,,,Ellie,,,,,
,2972,ICN,,,,,,Tillie,,,I know slow-slow. I'm giving everyone food,several NC touches,
,2973,ICE,,,,,,Swim,,,Yeah,more NC swims,
,2974,ICE,,,,,,Swim,,,Here I come...,she vocalizes,
,2975,ICN,,,,,,Tillie,,,,,
,2976,ICM,,,,,,Mom,,,,,
,2977,ICM,,,,,,Mom,,,I'm giving Issie some food,"more ncs, Jen navigates to main",
,2978,F,,,,What do you think about it?,Entertainment,,,,uh huh,,
,2979,FD,,,,,Alexa,,,,,,
TRUE,2980,T2DELETE,,,,,,Alexa play George Winston,,,,,
TRUE,2981,T2DELETE,,,,,,Alexa play George Winston,,,,,
,2982,FDE,,,,,,Alexa play Vivaldi on Pandora,,,,want gesture,
,2983,FDE,,,,,,Alexa play Vivaldi on Pandora,,,,want gesture,
TRUE,2984,T2DELETE,,,,,,Alexa play George Winston,,,,several nc taps,
TRUE,2985,T2DELETE,,,,,,Alexa play George Winston,,,,,
TRUE,2986,T2DELETE,,,,,,Alexa play George Winston,,,,several nc taps,
TRUE,2987,T2DELETE,,,,,,Alexa play George Winston,,,,"several nc taps, want gesture",
,2988,J,,,Jen navigates back to main,"Ellie, great work, here I come, great great work, let me get more treats, here we go, what's up",About me,,,,uh huh,,
,2989,JC,,,,,,Temperature,,,uh huh,,
,2990,JCD,,,,,,Warm,,,uh huh,,
,2991,JCDC,,,,,,I want to feel warm,,,,"I'd say the temperature outside is about 85, it's about 79, inside it's about 80",
,2992,JCDE,,,,,,Like,,,,,
,2993,JCDK,,,,,,Talk about,,,,,
,2994,JCDK,,,,,,Talk about,,,uh huh,Jen navigates back to yes and no,
,2995,JCDE,,,,Do you like the temperature? (no response) Are you hot right now? Do you feel hot? ,,Like,,,"yeah, you like it? Okay, sounds good. Jen navigates back to main.",,
,2996,J,,,,Keep going,About me,,,,uh huh,,
,2997,JD,,,,,Body,,,,uh huh,,
,2998,JDH,,,,,,Today,,,,,
,2999,JDI,,,,,,I feel good,,,,,
,3000,JDI,,,,,,I feel good,,,I'm glad,,
,3001,JDP,,,,,,Like,,,,,
,3002,JDH,,,,,,Today,,,,,
,3003,JDI,,,,,,I feel good,,,,,
,3004,JDJ,,,,,,Ouch,,,"uh huh, when was your ouch? Was your ouch today or in the past?",,
,3005,JDR,,,,,Types of ouch,,,,,,
,3006,JDRH,,,,,,I felt ouch,,,,,
,3007,JDRH,,,,,,I felt ouch,,,Okay thank you for letting me know,,
,3008,JDRC,,,,,,Outside ouch,,,,,
,3009,JDRC,,,,,,Outside ouch,,,"That's right - you had an outside ouch. Good job, you did great. ",Jen navigates back to main,
,3010,J,,,,,About me,,,,,,
,3011,JD,,,,,Body,,,,,,
,3012,JDJ,,,,,,Ouch,,,uh huh,,
,3013,JDI,,,,,,I feel good,,,,,
,3014,JDQ,,,,,,No like,,,,,
,3015,JDP,,,,,,Like,,,"Oh, I'm sorry, I interrupted",,
,3016,JDI,,,,,,I feel good,,,,,
,3017,JDJ,,,,,,Ouch,,,,,
,3018,JDI,,,,,,I feel good,,,I'm glad you feel good,,
,3019,JDI,,,,,,I feel good,,,"I'm glad. Okay beautiful girls, we are going to sleep and tomorrow ",,
,3020,JDP,,,,,,Like,,,guess who's going to come? Tomorrow is Saturday and Jessika is going to be here,,
,3021,JDQ,,,,,,No like,,,,,
,3022,JDQ,,,,,,No like,,,,,
,3023,JDH,,,,,,Today,,,,,
,3024,JDQ,,,,,,No like,,,awww,,
,3025,JDQ,,,,,,No like,,,,,
,3026,JDJ,,,,,,Ouch,,,,,
,3027,JDJ,,,,,,Ouch,,,I know,,
,3028,JDH,,,,,,Today,,,Do you like Ellie better,,
,3029,JDH,,,,,,Today,,,,Jen navigates to yes/no menu,
,3030,AGH,,,,"Do you like Ellie, the babysitter Ellie?",,Like,,,Okay,,
,3031,AGH,,,,"Do you like Jessika, the babysitter Jessika?",,Like,,,"Okay, you like Jessika",,
,3032,AGC,,,,Do you like Cori? Do you like Cori? How do you feel about Cori?,,No ,,,,,
,3033,AGC,,,,Do you like Jessika? Do you want Jessika to come tomorrow?,,No,,,,,
,3034,AGI,,,,,,No like,,,,Jen with Tillie & Issie,
,3035,J,,,"Ellie comes back up, Jen navigates to main menu",What's up Ellie? ,About me,,,,,,
,3036,JE,,,,,Feeling,,,,,,
,3037,JED,,,,,Mad,,,,,,
,3038,IEDC,,,,,,I want to feel mad,,,,Jen comes back and navigates to main,
,3039,E,,,,,Say hello to,,,,"Yeah, who do you want to say hello to?","Jen working with Tillie, several NC Sierras",
,3040,EG,,,,,,Car ride,,,,,
,3041,EG,,,,,,Car ride,,,"oh, you want to go on a car ride?",,
,3042,ED,,,,,,Cori,,,,,
,3043,ED,,,,,,Cori,,,"awwww, with Cori, Cori might be coming in February",,
,3044,EF,,,,,,Sierra,,,we could see about Sierra. You know who is coming? Grandma,,
TRUE,3045,T2EI,,,,,,Cassie,,,yeah,"gives treat, it's a little different, it has some stuff on it",
TRUE,3046,T2EI,,,,,,Cassie,,,Do you want to go on a car ride?,Jen navigates back to main,
,3047,J,,,,Do you want to go on a car ride?,About me,,,,,,
,3048,BJ,,,"Jen navigates to Place, Golf Cart Ride",How did you like your golf cart ride? What did you think?,,Golf cart ride,,,,,
,3049,BJ,,,,,,Golf cart ride,,,"yeah, what do you think about going on a golf cart ride?  Could we go for a golf cart ride together? Cuz we could do that tomorrow? You could get a golf cart ride every day!",,
,3050,BQ,,,,,,Like,,,,,
,3051,BQ,,,,,,Like,,,"Yeah, you want to do golf cart?",,
,3052,BJ,,,,,,Golf cart ride,,,,,
,3053,BJ,,,,,,Golf cart ride,,,,,
,3054,BJ,,,,,,Golf cart ride,,,"Yeah, let's work on it. Tillie likes golf cart rides.",,
,3055,J,,,,,About me,,,,,,
,3056,JD,,,,,Body,,,,uh huh,,
,3057,JDH,,,,,,Today,,,,,
,3058,JDQ,,,,,,No like,,,,,
,3059,JDQ,,,,,,No like,,,,,
,3060,JDM,,,,,,Ellie,,,,,
,3061,JDI,,,,,,I feel good,,,,,
,3062,JDQ,,,,,,No like,,,,,
,3063,JDM,,,,,,Ellie,,,,,
,3064,JDJ,,,,,,Ouch,,,,,
,3065,JDJ,,,,,,Ouch,,,,,
,3066,JDI,,,,,,I feel good,,,"Thank you for sharing, Ellie",They are going to Snuggle with Tillie for a bit,
TRUE,3067,,,,,,,,,,,,
,3068,J,20240113_214944,,"Before video Ellie turned on the screen herself, Jen getting them set up for xmas eve for birdies-Santa coming tomorrow",,About me,,,,,,
,3069,JE,,,,,Feeling,,,,,"Video starts here, Jen navigates to Talk About, Seasonal, Holidays, Christmas",
,3070,ADCEK,,,,Christmas is tomorrow,,Game,,,,nc book and xmas music and carttos,
,3071,ADCEK,,,,,,Game,,,,,
,3072,ADCEI,,,,,,Craft,,,yeah,nc games,
TRUE,3073,,,,,,,,,,,"Jen navigates to To Play, Tablet Games ",
,3074,DIH,,,,What kind of Christmas games do you want to play?,,Coloring,,,,,
,3075,DIJ,,,,,,Baby Unicorn,,,Which one? Can you pick just one?,,
,3076,DIH,,,,,,Coloring,,,Coloring? Okay,"Jen navigates to coloring app, picks xmas pics, they color together until 13:31. Jen navigates back to speech board main.",
,3077,J,,,,Okay. ,About me,,,,,,
,3078,JC,,,,,Temperature,,,,uh huh,"nc warm, hot",
,3079,JCE,,,,,Cool,,,,uh huh,,
,3080,JCED,,,,,,like,,,,,
,3081,JCED,,,,,,like,,,"yeah, okay",nc cool outside,
,3082,JCEC,,,,,,I want to feel cool,,,,,
,3083,JCEC,,,,,,I want to feel cool,,,good,,
,3084,JCEK,,,,,,Talk about,,,uh huh,,
,3085,JCEB,,,,,,I feel cool,,,I'm glad,Jen navigates back to main,
,3086,J,,,,,About me,,,,,nc temperature,
,3087,JE,,,,,Feeling,,,,uh huh,,
,3088,JDB,,,,How are you feeling?,Happy,,,,I'm glad,,
,3089,JEBC,,,,,,I feel happy,,,,,
,3090,JEBG,,,,,,I felt happy,,,uh huh,,
,3091,JEBD,,,,,,I want to feel happy,,,,,
,3092,JEBD,,,,,,I want to feel happy,,,,,
,3093,JEBD,,,,,,I want to feel happy,,,,,
,3094,JEBD,,,,,,I want to feel happy,,,,more nc touches,
,3095,JEBC,,,,,,I feel happy,,,uh huh,,
,3096,JEBC,,,,,,I feel happy,,,"Okay, Santa's coming tomorrow and we are going to make some crafts, but first, do you want to open a present?","Jen shows her a gift bag, they open the present (new cage toy), Jen adds treats and hangs it on her playstand. Jen navigates back to the Christmas menu",
,3097,ADCEF,,,,,,Presents,,,That's right - who gave it to you?,,
,3098,ADCEB,,,,,,Santa,,,,,
,3099,ADCEB,,,,,,Santa,,,That's right,,
,3100,ADCEK,,,,,,Game,,,Okay,"Jen sets up game and goes to work with Issie, Ellie plays with the new cage toy:) ",
TRUE,3101,,,,,,,,,,,,
,3102,ADCEJ,20240113_221931,,"Jen was reading a book to Isabelle, Ellie's video was off, board still open to Christmas menu",,,Book,,,,,
,3103,ADCEH,,,,,,Christmas Music,,,,video starts here,
,3104,ADCEG,,,,,,Christmas Cartoons,,,"Christmas cartoons, yeah",,
TRUE,3105,,,,,,,,,,,,
,3106,FDE,20240116_204819,8:48 PM,"Jen turns on camera, speech board is open to Entertainment, Alexa. Isabelle is vocalizing loudly through most of this video",,,Alexa play Vivaldi,,,,,
,3107,FDH,,,,,,Alexa play Yiruma,,,,,
,3108,FDH,,,,,,Alexa play Yiruma,,,,,
,3109,FDJ,,,,,,Alexa play Hooked on a Feeling on Pandora,,,,,
TRUE,3110,T2,,,,,,Alexa call Jen,,,,,
,3111,FDF,,,,,,Alexa play Beethoven on spotify,,,,,
,3112,FDF,,,,,,Alexa play Beethoven on spotify,,,,,
,3113,FDF,,,,,,Alexa play Beethoven on spotify,,,,,
,3114,FDF,,,,,,Alexa play Beethoven on spotify,,,,,
,3115,FDI,,,,,,Alexa play Will Ackerman,,,,,
,3116,FDE,,,,,,Alexa play Vivaldi,,,,,
,3117,FDC,,,,,,Alexa play meditation music,,,,,
,3118,FDF,,,,,,Alexa play Beethoven on spotify,,,,,
,3119,FDC,,,,,,Alexa play meditation music,,,,,
,3120,FDE,,,,,,Alexa play Vivaldi,,,,,
,3121,FDE,,,,,,Alexa play Vivaldi,,,,,
,3122,FDC,,,,,,Alexa play meditation music,,,,,
,3123,FDC,,,,,,Alexa play meditation music,,,,,
,3124,FDC,,,,,,Alexa play meditation music,,,,Jen occasionally helps Alexa when requests are not heard or overlap,
,3125,FDI,,,,,,Alexa play Will Ackerman,,,,,
,3126,FDI,,,,,,Alexa play Will Ackerman,,,,,
,3127,FDH,,,,,,Alexa play Yiruma,,,,,
,3128,FDJ,,,,,,Alexa play Hooked on a Feeling on Pandora,,,,,
,3129,FDC,,,,,,Alexa play meditation music,,,,,
,3130,FDI,,,,,,Alexa play Will Ackerman,,,,,
,3131,FDE,,,,,,Alexa play Vivaldi,,,,,
,3132,FDH,,,,,,Alexa play Yiruma,,,,,
,3133,FDE,,,,"Okay, who do you want to listen to while you write today?",,Alexa play Vivaldi,,,Yeah,,
,3134,FDI,,,,,,Alexa play Will Ackerman,,,,,
,3135,FDI,,,,,,Alexa play Will Ackerman,,,,,
,3136,FDH,,,,,,Alexa play Yiruma,,,,,
,3137,FDH,,,,,,Alexa play Yiruma,,,,,
,3138,FDI,,,,,,Alexa play Will Ackerman,,,,,
,3139,FDF,,,,,,Alexa play Beethoven on spotify,,,,Ellie leaves playstand,
,3140,J,,,"Jen offers treats to return to playstand, Jen navigates to main","Come on Ellie, okay what's up",About me,,,,,,
,3141,JD,1.16.24,,,,Body,,,,,,
,3142,JDI,,,,,,I feel good,,,I'm glad,"Ellie leaves playstand, Jen offers treats, Ellie does not return.",
TRUE,3143,,,,,,,,,,,,
,3144,H,20240116_222913,10:29 PM,Jen invited Ellie to the playstand and navigated to main.,Do you want to come over?,Memory and Time,,,,uh huh,,
,3145,HC,1.16.25,10:29 PM,,,Remember,,,,,,
,3146,HCG,1.16.25,10:29 PM,,,,Talk about feelings,,,"yeah, here",I'm moving the tablet a lot setting it up,
,3147,HCG,1.16.25,10:29 PM,,,,Talk about feelings,,,,Still moving,
,3148,HCG,1.16.25,10:29 PM,,,,Talk about feelings,,,,Sitll moving,
,3149,HCH,1.16.25,10:29 PM,,,,Talk about,,,,"Still moving-Jen navigates to main, about me",
,3150,JD,1.16.25,10:29 PM,"I go back to the main menu and open ""about me""",,Body,,,,,Looks like she was aiming for weather but got body,
,3151,JDC,1.16.25,10:29 PM,,,,Tummy,,,,,
,3152,JDI,1.16.25,10:29 PM,,,,I feel good,,,,,
,3153,JDJ,1.16.25,10:29 PM,,,,Ouch,,,,Maybe negative affect bc wrong menu? not sure,
,3154,JDI,1.16.25,10:29 PM,,,,I feel good,,,"yeah, I'm glad",Still jostling the board to set it up,
,3155,JDI,1.16.25,10:29 PM,,,,I feel good,,,,,
,3156,JDL,1.16.25,10:29 PM,,,Medicine,,,,Do you want a treat syringe?,Still jostling.. ,
,3157,JDLB,1.16.25,10:29 PM,,,,Treat syringe,,,"Okay, you're doing great. Good job",,
,3158,JDLB,1.16.25,10:29 PM,,,,Treat syringe,,,,,
,3159,JDLD,1.16.25,10:29 PM,,,,Sick ouch antibiotics,,,That's what Isabelle is taking because she's sick. I'm not going to give that one to you. I'm going to give you the treat syringe,She eats the treat syringe contents,
,3160,JDLB,,,,What is this?,,Treat syringe,,,,,
TRUE,3161,I,1.16.25,10:29 PM,Jen navigates to main menu,,Descriptions and preferences,,,,,,
TRUE,3162,T2PLEASE FIX,1.16.25,10:29 PM,,,Please fix,,,,Yeah? Then what? OH the menu isn't done yet. Sorry.,,
,3163,J,1.16.25,10:29 PM,Jen navigates to main menu,,About me,,,,,Let me get the other board that has this done... But first do you want anything here?,
,3164,FDM,1.16.25,10:29 PM,Jen navigates to the Alexa menu,,,Alexa thumbs up,,,,Selected Alexa play oldies but it didn't register,
,3165,FDH,1.16.25,10:29 PM,,,,Alexa play yiruma,,,,,
,3166,FDJ,1.16.25,10:29 PM,,,,Alexa play hooked on a feeling on pandora,,,,,
,3167,FDI,1.16.25,10:29 PM,,,,Alexa play Will Ackerman,,,,,
,3168,FDI,1.16.25,10:29 PM,,,,Alexa play Will ackerman,,,,,
,3169,FDI,1.16.25,10:29 PM,,,,Alexa play Will ackerman,,,,,
,3170,FDI,1.16.25,10:29 PM,,,,Alexa play Will ackerman,,,,Just keeps pressing selections while I stepped away,
,3171,FDQ,1.16.25,10:29 PM,,,,Alexa play Handel,,,,,
,3172,FDH,1.16.25,10:29 PM,,,,Alexa play Yiruma,,,,,
,3173,FDH,1.16.25,10:29 PM,,,,Alexa play Yiruma,,,,Jen navigates to main,
,3174,J,,,,,About me,,,,,,
,3175,JC,,,,,Temperature,,,,,,
,3176,JCB,,,,,Hot,,,,,,
,3177,JCBH,,,,,,I will feel hot,,,,,
,3178,JCBC,,,,,,I feel hot,,,,,
,3179,JCBC,,,,,,I feel hot,,,,,
,3180,JCBC,,,,,,I feel hot,,,Is that how you want to feel?,,
,3181,JCBC,,,,,,I feel hot,,,Thank you for sharing,,
,3182,C,1.16.25,10:29 PM,Jen navigates to main menu,,Experience,,,,,,
,3183,CJ,1.16.25,10:29 PM,,,,Read,,,Yeah?,,
,3184,CD,1.16.25,10:29 PM,,,,Touch,,,,,
,3185,CI,1.16.25,10:29 PM,,,,Isabelle,,,,,
,3186,CI,1.16.25,10:29 PM,,,,Isabelle,,,Do you want me to read a book with Isabelle? She is crying a little right now...,,
,3187,CD,1.16.25,10:29 PM,,,,Touch,,,,,
,3188,CJ,1.16.25,10:29 PM,,,,Read,,,She doesn't seem to want this book. I think she's tired. She says thank you. You were very sweet though Ellie,Jen goes over to Isabelle; Isabelle is sick... Ellie watches Jen interact with her.,
,3189,CD,1.16.25,10:29 PM,,,,Touch,,,,,
,3190,J,1.16.25,10:29 PM,Jen returns to main menu,,About me,,,,,,
,3191,JD,1.16.25,10:29 PM,,,Body,,,,,,
,3192,JDI,1.16.25,10:29 PM,,,,I feel good,,,,,
,3193,JDJ,1.16.25,10:29 PM,,,,Ouch,,,,I wonder if she's talking about Isabelle.,
,3194,JDI,1.16.25,10:29 PM,,,,I feel good,,,How to do you feel today?,,
,3195,JDH,1.16.25,10:29 PM,,,,Today,,,Yeah?  How do you feel today?,,
,3196,JDJ,1.16.25,10:29 PM,,,,Ouch,,,Okay,,
,3197,JDI,1.16.25,10:29 PM,,,,I feel good,,,When did you feel ouch?,,
,3198,JDI,1.16.25,10:29 PM,,,,I feel good,,,,,
,3199,JDJ,1.16.25,10:29 PM,,,,Ouch,,,When was your ouch?,,
,3200,JDI,1.16.25,10:29 PM,,,,I feel good,,,Uh huh,,
,3201,JDJ,1.16.25,10:29 PM,,,,Ouch,,,,,
,3202,JDI,1.16.25,10:29 PM,,,,I feel good,,,Uh huh,,
,3203,JDI,1.16.25,10:29 PM,,,,I feel good,,,,,
,3204,JDJ,1.16.25,10:29 PM,,,,Ouch,,,,,
,3205,JDI,1.16.25,10:29 PM,,,,I feel good,,,Thank you for sharing,Jen navigates to main menu,
,3206,D,,,,,To play,,,,,,
,3207,DF,,,,,,Crafts,,,,,
,3208,DH,,,,,,Leaf wrestle,,,,,
,3209,DG,,,,,Typing,,,,,,
TRUE,3210,DO NOT COUNT,,,,,,D,,,,,
TRUE,3211,DO NOT COUNT,,,,,,B,,,,,
TRUE,3212,DO NOT COUNT,,,,,,E,,,,"Jen shows her To Play, Tracing and Writing, then opens paint and asks her to write a letter. ",
TRUE,3213,,,,,,,,,,,,
TRUE,3214,,20240117_190031,7:00 PM,Ellie writing letters and shapes on paint. no speech board use.,,,,,,,,
TRUE,3215,,,,,,,,,,,,
TRUE,3216,,20240117_190336,7:00 PM,Ellie writing letters and shapes on paint. no speech board use.,,,,,,,,
TRUE,3217,,,,,,,,,,,,
TRUE,3218,,20240118_203308,8:00 PM,Ellie writing letters and shapes on paint. no speech board use.,,,,,,,,
TRUE,3219,,,,,,,,,,,,
,3220,I,20240121_092934,9:29 AM,"Ellie called me, I didn't answer so I called her back. I walked in and she's on the board already!",,Descriptions and Preferences,,,,,,
,3221,IE,1.21.25,9:29 AM,,,Clean,,,,,,
,3222,IEI,1.21.25,9:29 AM,,,,Mom,,,,I think she's just in this menu to use these selections,
,3223,IEI,1.21.25,9:29 AM,,,,Mom,,,,,
,3224,IEN,1.21.25,9:29 AM,,,,Ellie,,,,,
,3225,IEI,1.21.25,9:29 AM,,,,Mom,,,You called me! That's right!!! Hi! You gave me a call!!! I came down becuase I saw your call!,,
,3226,IEN,1.21.25,9:29 AM,,,,Ellie,,,,She looks happy ,
,3227,IEM,1.21.25,9:29 AM,,,,I help,,,You did help! Yes you did!! Do you want to come snuggle or keep talking?,,
,3228,IEI,1.21.25,9:29 AM,,,,Mom,,,,,
,3229,IEI,1.21.25,9:29 AM,,,,Mom,,,,,
,3230,IEI,1.21.25,9:29 AM,,,,Mom,,,Yeah? Aww hi :),She lets me snuggle her a bit,
TRUE,3231,,,,,,,,,,,,
TRUE,3232,,20240121_190709,,Ellie writing letters and shapes on paint. no speech board use.,,,,,,,,
TRUE,3233,,,,,,,,,,,,
,3234,J,20240123_154822,,Ellie walked up and turned on the screen before video started,,About me,,,,,Video starts here,
,3235,JE,,,,"Go Ellie! Keep going, I'll be right back.",Feeling,,,,,,
,3236,JEB,,,,,Happy,,,,I'm glad.,,
,3237,JEBC,,,,,,I feel happy,,,Awww. I'm so glad Ellie,Jen leaves to go get something. Ellie navigates back to Feelings,
,3238,JEBA,,,,,Back,,,,,,
,3239,JEK,,,,,,No like,,,,Ellie touches screen with foot and exits speech board. Jen returns but is working with Issie. Video ends.,
TRUE,3240,,,,,,,,,,,,
,3241,E,20240123_215348,night,Before video Ellie pressed these,,Say hello to,,,,,,
,3242,EI,,,,,,Outside walk,,,,,
,3243,EI,,,,,,Outside walk,,,,They went outside,
TRUE,3244,,,,,,,,,,,,
TRUE,3245,,20240123_220848,,"They went outside and she watched the moon and looked at airplanes and danced under the stars for about 10m. It was really sweet. (explanation of previous session, no speech board activity in this video)",,,,,,,,
TRUE,3246,,,,,,,,,,,,
,3247,J,20240124_192916,,Before video she was sitting with her tablet for a long time until Jen got there,,About me,,,,,Video started here,
,3248,JC,,,,,Temperature,,,,Yeah?,,
,3249,JCI,,,,,,Cloud,,,Yeah. We got some rain today. ,,
,3250,JCB,,,,,Hot,,,,,,
,3251,JCBC,,,,,,I feel hot,,,,,
,3252,JCBC,,,,,,I feel hot,,,,,
,3253,JCBD,,,,,,I want to feel hot,,,,,
,3254,JCBC,,,,,,I feel hot,,,,,
,3255,JCBC,,,,,,I feel hot,,,yeah,,
,3256,JCK,,,Jen navigates back to temperature,What do you want to feel? Hold on...which is favorite? What do you wanna feel?,,Night star,,,It is night outside,nc hot,
,3257,JCDB,,,,,Warm,I feel warm,,,uh huh,,
,3258,JCDJ,,,,,,Warm inside,,,,,
,3259,JCDI,,,,,,Warm outside,,,"It's probably in the mid 70s, it was a warm day",,
,3260,JCDC,,,,,,I want to feel warm,,,yeah,,
,3261,JCDC,,,,,,I want to feel warm,,,,,
,3262,JCDC,,,,,,I want to feel warm,,,,,
,3263,JCDC,,,,,,I want to feel warm,,,,,
,3264,JCBH,,,Jen navigates to temperature then hot after Ellie tries to press hot but it is nc,How do you feel right now? Are you too warm?,,I will feel hot,,,,,
,3265,JCBH,,,,,,I will feel hot,,,,,
,3266,JCBC,,,,,,I feel hot,,,,,
,3267,JCBH,,,,,,I will feel hot,,,,,
,3268,JCBI,,,,,,Hot outside,,,,,
,3269,JCBD,,,,,,I want to feel hot,,,,,
,3270,JCBD,,,,,,I want to feel hot,,,"Okay, thank you",Jen navigates back to main,
,3271,J,,,,,About me,,,,yeah?,,
,3272,JC,,,,Keep goin,Temperature,,,,,,
,3273,JCJ,,,,,,Rain,,,,,
,3274,JCH,,,,,,Wind,,,"yeah, it was really rainy and windy I think yesterday",,
,3275,JCI,,,,,,Cloud,,,yeah ,,
,3276,JCDI,,,,,,Warm outside,,,Maybe it'll rain tonight. I don't know,"Ellie navigates out of speech board, opens xylophone app and plays with the xylophone for about 2 minutes! then Jen opens paint for writing.",
TRUE,3277,,,,,,,,,,,,
,3278,B,20240124_203701,8:37 PM,"Jen's been working with Isabelle, and while she was over there Ellie pressed these.",,Places,,,,,,
,3279,BE,,,,,,Tillie's house,,,,"Ellie and Tillie had not gotten much attention yet, so Jen brought Ellie to Tillie's house to hang out.",
TRUE,3280,,,,,,,,,,,,
TRUE,3281,,20240125_104432,,,,,,,,,,
,3282,J,1.25.24,10:44 AM,Ellie was sitting at her tablet area so Jen turned it on,,About me,,,,,,
,3283,JD,1.25.24,10:44 AM,,,Body,,,,,video starts here,
,3284,JDH,1.25.24,10:44 AM,,Hey you,,Today,,,Yeah?,,
,3285,JDI,1.25.24,10:44 AM,,,,I feel good,,,I'm glad you feel good today,,
,3286,JDC,1.25.24,10:44 AM,,,,Tummy,,,Uh huh?,Went to Isabelle,
,3287,JDI,1.25.24,10:44 AM,,,,I feel good,,,I'm glad Ellie!,,
,3288,JDI,1.25.24,10:44 AM,,,,I feel good,,,Thank you for letting me know. You're doing great. I'm so proud of you.,Workign somewhere else,
,3289,JDC,,,,,,Tummy,,,,,
,3290,JDC,1.25.24,10:44 AM,,,,Tummy,,,Uh huh?,,
,3291,JDI,1.25.24,10:44 AM,,,,I feel good,,,,,
,3292,JDC,1.25.24,10:44 AM,,,,Tummy,,,Thank you for letting me know sweet girl,,
,3293,JDI,1.25.24,10:44 AM,,,,I feel good,,,Would you like some feeling good medicine?,,
,3294,JDLB,1.25.24,10:44 AM,I opened medicine,,,Treat syringe,,,OK! Let's do it!,I'm getting the meds...,
,3295,JDLC,1.25.24,10:44 AM,,,,Outside ouch medicine,,,Do you want a treat syringe or outside ouch medicine,,
,3296,JDLC,1.25.24,10:44 AM,,,,Outside ouch medicine,,,,,
,3297,JDLC,,,,,,Outside ouch medicine,,,,,
,3298,JDLD,1.25.24,10:44 AM,,,,Inside ouch antibiotics,,,It's up to you - you can have either one...,,
,3299,JDLC,1.25.24,10:44 AM,,,,Outside ouch medicine,,,,I leave the room...,
,3300,JDLC,1.25.24,10:44 AM,,,,Outside ouch medicine,,,,Out of the room,
,3301,JDLC,1.25.24,10:44 AM,,,,Outside ouch medicine,,,,Out of the room,
,3302,JDLC,1.25.24,10:44 AM,,,,Outside ouch medicine,,,,Out of the room,
,3303,JDLA,1.25.24,10:44 AM,,,Back,,,,,Out of the room,
,3304,A,1.25.24,10:44 AM,,,Talk about,,,,,Out of the room,
,3305,ABC,1.25.24,10:44 AM,,,Animals,,,,,Out of the room; watching for me to return,
,3306,ABC,1.25.24,10:44 AM,A long time later I return...,,Underwater animals,,,,Aww! Sweet Ellie! Good job!,Ellie has been pacing with anticipation a bit. Jen gives her ,
,3307,ABCG,,,,,,Dolphin,,,,,
,3308,ABCH,,,,,,Crab,,,,,
,3309,ABCB,,,,,,Fish,,,,,
,3310,ABCA,,,,,Back,,,,,Ellie navigated back to main,
,3311,J,,,,"Uh huh, keep going",About me,,,,Yeah?,,
,3312,JE,,,,,Feeling,,,,Uh huh,,
,3313,JEG,,,,,,Afraid,,,Awww are you afraid I won't come over and play with you? It's okay. I'm ,,
,3314,JEGH,,,,,,I will feel afraid,,,Aww baby. Thank you for letting me know how you are feeling. Thank you Ellie.,"Ellie does ""want"" gesture while Jen is with Tillie",
,3315,JEGH,,,,,,I will feel afraid,,,I'm sorry honey,Ellie vocalizes a little,
,3316,JEGH,,,,,,I will feel afraid,,,Thank you for sharing Ellie. It's good to know how you are feeling. I really appreciate it.,Jen navigates back to main menu,
,3317,J,,,Ellie touches bottom of screen which brings up a message. Jen comes over an navigates back to main.,,About me,,,,Yeah?,Ellie vocalizes louder,
,3318,JD,,,,,Body,,,,Yeah? I'm going to go get Isabelle some more food but I'll be back. ,,
,3319,JDI,1.25.24,10:44 AM,,,,I feel good,,,I'm so glad baby,I left the room,
,3320,JDM,1.25.24,10:44 AM,I left the room,,,Ellie,,,,,
,3321,JDQ,1.25.24,10:44 AM,,,,No like,,,,I return...,
,3322,JDQ,1.25.24,10:44 AM,,,,No like,,,,I think still re me leaving,
,3323,JDI,1.25.24,10:44 AM,,,,I feel good,,,,Maybe a mixture of like-no like affect?,
,3324,JDJ,1.25.24,10:44 AM,,,,Ouch,,,,,
,3325,JDI,1.25.24,10:44 AM,,,,I feel good,,,,I'm elsewhere in the room,Want gesture
,3326,JDI,1.25.24,10:44 AM,,,,I feel good,,,,Still elsewhere...,
,3327,JDM,1.25.24,10:44 AM,,,,Ellie,,,,,
,3328,JDQ,1.25.24,10:44 AM,,,,No like,,,,,
,3329,JDQ,1.25.24,10:44 AM,,,,No like,,,Sorry I'm just helping Isabelle...,,
,3330,JDQ,1.25.24,10:44 AM,,,,No like,,,,,
,3331,JDN,1.25.24,10:44 AM,,,,Isabelle,,,,,
,3332,JDM,1.25.24,10:44 AM,,,,Ellie,,,,A while later... still away,
,3333,JDQ,1.25.24,10:44 AM,,,,No like,,,,,
,3334,JDQ,1.25.24,10:44 AM,,,,No like,,,I'm sorry,Jen lets her pick a book & they read together,
TRUE,3335,,,,,,,,,,,,
,3336,J,20240125_192246,7:22 PM,evening lesson-Jen sets up speech board on main menu,Hi,About me,,,,,,
